reporting_name	reporting_id	taxids	compound_id	class_type	subclass	nucleic_acid	RNA	DNA	seqids_in_rna_db	seqids_in_dna_db	semantic_group	core
Hubei picorna-like virus 60	29487	1923143	29487_1923143	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 61	29488	1923144	29488_1923144	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 62	29489	1923145	29489_1923145	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 63	29490	1923146	29490_1923146	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 64	29491	1923147	29491_1923147	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 65	29492	1923148	29492_1923148	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 66	29493	1923149	29493_1923149	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 67	29494	1923150	29494_1923150	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 68	29495	1923151	29495_1923151	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 69	29496	1923152	29496_1923152	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 7	29497	1923153	29497_1923153	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 70	29498	1923154	29498_1923154	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 71	29499	1923155	29499_1923155	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 72	29500	1923156	29500_1923156	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 73	29501	1923157	29501_1923157	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 74	29502	1923158	29502_1923158	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 75	29503	1923159	29503_1923159	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 76	29504	1923160	29504_1923160	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 77	29505	1923161	29505_1923161	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 78	29506	1923162	29506_1923162	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 79	29507	1923163	29507_1923163	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 8	29508	1923164	29508_1923164	viral	viral	RNA	virus	.	2	0	.	.
Hubei picorna-like virus 80	29509	1923165	29509_1923165	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 81	29510	1923166	29510_1923166	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 82	29511	1923167	29511_1923167	viral	viral	RNA	virus	.	1	0	.	.
Hubei picorna-like virus 9	29512	1923168	29512_1923168	viral	viral	RNA	virus	.	1	0	.	.
Hubei polero-like virus 1	29513	1923169	29513_1923169	viral	viral	RNA	virus	.	1	0	.	.
Hubei polero-like virus 2	29514	1923170	29514_1923170	viral	viral	RNA	virus	.	1	0	.	.
Hubei qinvirus-like virus 1	29516	1938657	29516_1938657	viral	viral	RNA	virus	.	1	0	.	.
Hubei qinvirus-like virus 2	29517	1923171	29517_1923171	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 1	29518	1923172	29518_1923172	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 10	29519	1923173	29519_1923173	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 11	29520	1923174	29520_1923174	viral	viral	RNA	virus	.	2	0	.	.
Hubei reo-like virus 12	29521	1923175	29521_1923175	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 14	29522	1923176	29522_1923176	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 2	29523	1923177	29523_1923177	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 3	29524	1923178	29524_1923178	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 4	29525	1923179	29525_1923179	viral	viral	RNA	virus	.	3	0	.	.
Hubei reo-like virus 5	29526	1923180	29526_1923180	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 6	29527	1923181	29527_1923181	viral	viral	RNA	virus	.	2	0	.	.
Hubei reo-like virus 7	29528	1923182	29528_1923182	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 8	29529	1923183	29529_1923183	viral	viral	RNA	virus	.	1	0	.	.
Hubei reo-like virus 9	29530	1923184	29530_1923184	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 1	29531	1923185	29531_1923185	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 2	29532	1923186	29532_1923186	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 3	29533	1923187	29533_1923187	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 4	29534	1923188	29534_1923188	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 5	29535	1923189	29535_1923189	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 6	29536	1923190	29536_1923190	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 7	29537	1923191	29537_1923191	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 8	29538	1923192	29538_1923192	viral	viral	RNA	virus	.	1	0	.	.
Hubei rhabdo-like virus 9	29539	1923193	29539_1923193	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 1	29540	1923194	29540_1923194	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 10	29541	1923195	29541_1923195	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 11	29542	1923196	29542_1923196	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 12	29543	1923197	29543_1923197	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 13	29544	1923198	29544_1923198	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 14	29545	1923199	29545_1923199	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 15	29546	1923200	29546_1923200	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 16	29547	1923201	29547_1923201	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 17	29548	1923202	29548_1923202	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 18	29549	1923203	29549_1923203	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 19	29550	1923204	29550_1923204	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 2	29551	1923205	29551_1923205	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 20	29552	1923206	29552_1923206	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 21	29553	1923207	29553_1923207	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 22	29554	1923208	29554_1923208	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 23	29555	1923209	29555_1923209	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 24	29556	1923210	29556_1923210	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 25	29557	1923211	29557_1923211	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 26	29558	1923212	29558_1923212	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 27	29559	1923213	29559_1923213	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 28	29560	1923214	29560_1923214	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 29	29561	1923215	29561_1923215	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 3	29562	1923216	29562_1923216	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 30	29563	1923217	29563_1923217	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 31	29564	1923218	29564_1923218	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 32	29565	1923219	29565_1923219	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 33	29566	1923220	29566_1923220	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 34	29567	1923221	29567_1923221	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 35	29568	1923222	29568_1923222	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 36	29569	1923223	29569_1923223	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 37	29570	1923224	29570_1923224	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 38	29571	1923225	29571_1923225	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 39	29572	1923226	29572_1923226	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 4	29573	1923227	29573_1923227	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 40	29574	1923228	29574_1923228	viral	viral	RNA	virus	.	2	0	.	.
Hubei sobemo-like virus 41	29575	1923229	29575_1923229	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 42	29576	1923230	29576_1923230	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 43	29577	1923231	29577_1923231	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 44	29578	1923232	29578_1923232	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 45	29579	1923233	29579_1923233	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 46	29580	1923234	29580_1923234	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 47	29581	1923235	29581_1923235	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 48	29582	1923236	29582_1923236	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 49	29583	1923237	29583_1923237	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 5	29584	1923238	29584_1923238	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 6	29585	1923239	29585_1923239	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 7	29586	1923240	29586_1923240	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 8	29587	1923241	29587_1923241	viral	viral	RNA	virus	.	1	0	.	.
Hubei sobemo-like virus 9	29588	1923242	29588_1923242	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 1	29589	1923243	29589_1923243	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 2	29590	1923244	29590_1923244	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 3	29591	1923245	29591_1923245	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 4	29592	1923246	29592_1923246	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 5	29593	1923247	29593_1923247	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 6	29594	1923248	29594_1923248	viral	viral	RNA	virus	.	2	0	.	.
Hubei tetragnatha maxillosa virus 7	29595	1923249	29595_1923249	viral	viral	RNA	virus	.	1	0	.	.
Hubei tetragnatha maxillosa virus 8	29596	1923250	29596_1923250	viral	viral	RNA	virus	.	4	0	.	.
Hubei tetragnatha maxillosa virus 9	29597	1923251	29597_1923251	viral	viral	RNA	virus	.	1	0	.	.
Hubei tick virus 1	29598	1923252	29598_1923252	viral	viral	RNA	virus	.	1	0	.	.
Hubei tick virus 2	29599	1923253	29599_1923253	viral	viral	RNA	virus	.	1	0	.	.
Hubei tick virus 3	29600	1923254	29600_1923254	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 1	29601	1923255	29601_1923255	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 10	29602	1923256	29602_1923256	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 11	29603	1923257	29603_1923257	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 12	29604	1923258	29604_1923258	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 13	29605	1923259	29605_1923259	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 14	29606	1923260	29606_1923260	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 15	29607	1923261	29607_1923261	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 16	29608	1923262	29608_1923262	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 17	29609	1923263	29609_1923263	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 18	29610	1923264	29610_1923264	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 19	29611	1923265	29611_1923265	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 2	29612	1923266	29612_1923266	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 20	29613	1923267	29613_1923267	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 21	29614	1923268	29614_1923268	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 22	29615	1923269	29615_1923269	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 23	29616	1923270	29616_1923270	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 24	29617	1923271	29617_1923271	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 25	29618	1923272	29618_1923272	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 26	29619	1923273	29619_1923273	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 27	29620	1923274	29620_1923274	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 28	29621	1923275	29621_1923275	viral	viral	RNA	virus	.	2	0	.	.
Hubei tombus-like virus 29	29622	1923276	29622_1923276	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 3	29623	1923277	29623_1923277	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 30	29624	1923278	29624_1923278	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 31	29625	1923279	29625_1923279	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 32	29626	1923280	29626_1923280	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 33	29627	1923281	29627_1923281	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 34	29628	1923282	29628_1923282	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 35	29629	1923283	29629_1923283	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 36	29630	1923284	29630_1923284	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 37	29631	1923285	29631_1923285	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 38	29632	1923286	29632_1923286	viral	viral	RNA	virus	.	2	0	.	.
Hubei tombus-like virus 39	29633	1923287	29633_1923287	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 4	29634	1923288	29634_1923288	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 40	29635	1923289	29635_1923289	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 42	29636	1923290	29636_1923290	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 43	29637	1923291	29637_1923291	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 5	29638	1923292	29638_1923292	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 6	29639	1923293	29639_1923293	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 7	29640	1923294	29640_1923294	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 8	29641	1923295	29641_1923295	viral	viral	RNA	virus	.	1	0	.	.
Hubei tombus-like virus 9	29642	1923296	29642_1923296	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 1	29643	1923297	29643_1923297	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 10	29644	1923298	29644_1923298	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 11	29645	1923299	29645_1923299	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 12	29646	1923300	29646_1923300	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 13	29647	1923301	29647_1923301	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 14	29648	1923302	29648_1923302	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 15	29649	1923303	29649_1923303	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 16	29650	1923304	29650_1923304	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 17	29651	1923305	29651_1923305	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 18	29652	1923306	29652_1923306	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 19	29653	1923307	29653_1923307	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 2	29654	1923308	29654_1923308	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 20	29655	1923309	29655_1923309	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 21	29656	1923310	29656_1923310	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 22	29657	1923311	29657_1923311	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 23	29658	1923312	29658_1923312	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 24	29659	1923313	29659_1923313	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 3	29660	1923314	29660_1923314	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 4	29661	1923315	29661_1923315	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 5	29662	1923316	29662_1923316	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 6	29663	1923317	29663_1923317	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 7	29664	1923318	29664_1923318	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 8	29665	1923319	29665_1923319	viral	viral	RNA	virus	.	1	0	.	.
Hubei toti-like virus 9	29666	1923320	29666_1923320	viral	viral	RNA	virus	.	1	0	.	.
Hubei unio douglasiae virus 1	29667	1923321	29667_1923321	viral	viral	RNA	virus	.	1	0	.	.
Hubei unio douglasiae virus 2	29668	1923322	29668_1923322	viral	viral	RNA	virus	.	1	0	.	.
Hubei unio douglasiae virus 3	29669	1923323	29669_1923323	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 1	29670	1923324	29670_1923324	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 10	29671	1923325	29671_1923325	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 11	29672	1923326	29672_1923326	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 12	29673	1923327	29673_1923327	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 13	29674	1923328	29674_1923328	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 14	29675	1923329	29675_1923329	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 15	29676	1923330	29676_1923330	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 16	29677	1923331	29677_1923331	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 17	29678	1923332	29678_1923332	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 18	29679	1923333	29679_1923333	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 19	29680	1923334	29680_1923334	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 2	29681	1923335	29681_1923335	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 21	29682	1923336	29682_1923336	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 22	29683	1923337	29683_1923337	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 23	29684	1923338	29684_1923338	viral	viral	RNA	virus	.	1	0	.	.
Hubei virga-like virus 4	29685	1923339	29685_1923339	viral	viral	RNA	virus	.	1	0	.	.
